0.000200, 0.019974, 20
0.000376, 0.008815, 20
0.000772, 0.019810, 20
0.001430, 0.032906, 20
0.002345, 0.045727, 20
0.003504, 0.057942, 20
0.004884, 0.069007, 20
0.006446, 0.078116, 20
0.008130, 0.084181, 20
0.009847, 0.085834, 20
0.011476, 0.081487, 20
0.012865, 0.069439, 20
0.013826, 0.048042, 20
0.014144, 0.015893, 20
0.014703, 0.027975, 20
0.016382, 0.083942, 20
0.019417, 0.151750, 20
0.024028, 0.230539, 20
0.030407, 0.318979, 20
0.038717, 0.415455, 20
0.049082, 0.518266, 20
0.061598, 0.625800, 20
0.076331, 0.736659, 20
0.093326, 0.849737, 20
0.112611, 0.964252, 20
0.134206, 1.079746, 20
0.158127, 1.196072, 20
0.184395, 1.313378, 20
0.213037, 1.432097, 20
0.244096, 1.552954, 20
0.277636, 1.676999, 20
0.313749, 1.805664, 20
0.352567, 1.940876, 20
0.394271, 2.085212, 20
0.439114, 2.242159, 20
0.487443, 2.416467, 20
0.539737, 2.614661, 20
0.596382, 2.832295, 20
0.657646, 3.063180, 20
0.723709, 3.303173, 20
0.794693, 3.549160, 20
0.870613, 3.796009, 20
0.951080, 4.023353, 20
1.035139, 4.202935, 20
1.120928, 4.289445, 20
1.205788, 4.243030, 20
1.287051, 4.063142, 20
1.362832, 3.789068, 20
1.432316, 3.474206, 20
1.495535, 3.160934, 20
1.552985, 2.872481, 20
1.605324, 2.616939, 20
1.653203, 2.393952, 20
1.697195, 2.199620, 20
1.737778, 2.029159, 20
1.775339, 1.878061, 20
1.810189, 1.742492, 20
1.842576, 1.619339, 20
1.872699, 1.506128, 20
1.900717, 1.400909, 20
1.926760, 1.302150, 20
1.950933, 1.208643, 20
1.973321, 1.119431, 20
1.993996, 1.033751, 20
2.013016, 0.950990, 20
2.030429, 0.870651, 20
2.046276, 0.792329, 20
2.060589, 0.715689, 20
2.073399, 0.640454, 20
2.084726, 0.566389, 20
2.094592, 0.493296, 20
2.103012, 0.421003, 20
2.110000, 0.349361, 20
2.115564, 0.278237, 20
2.119715, 0.207514, 20
2.122456, 0.137081, 20
2.123921, 0.073234, 20
2.124472, 0.027562, 20
2.124578, 0.005291, 20
2.124578, 0.000000, 20
