0.000198, 0.019751, 20
0.000730, 0.026621, 20
0.001927, 0.059839, 20
0.003918, 0.099552, 20
0.006698, 0.138993, 20
0.010259, 0.178054, 20
0.014591, 0.216622, 20
0.019683, 0.254584, 20
0.025519, 0.291828, 20
0.032084, 0.328237, 20
0.039358, 0.363699, 20
0.047320, 0.398102, 20
0.055947, 0.431339, 20
0.065213, 0.463313, 20
0.075092, 0.493940, 20
0.085555, 0.523161, 20
0.096574, 0.550943, 20
0.108120, 0.577300, 20
0.120166, 0.602301, 20
0.132688, 0.626088, 20
0.145666, 0.648897, 20
0.159087, 0.671072, 20
0.172949, 0.693087, 20
0.187260, 0.715554, 20
0.202045, 0.739227, 20
0.217344, 0.764992, 20
0.233221, 0.793834, 20
0.249757, 0.826788, 20
0.267054, 0.864869, 20
0.285234, 0.908984, 20
0.304431, 0.959851, 20
0.324676, 1.012275, 20
0.345873, 1.059842, 20
0.367779, 1.095281, 20
0.390087, 1.115401, 20
0.412537, 1.122494, 20
0.434935, 1.119936, 20
0.457198, 1.113117, 20
0.479248, 1.102494, 20
0.501008, 1.088021, 20
0.522404, 1.069788, 20
0.543363, 1.047974, 20
0.563820, 1.022808, 20
0.583710, 0.994544, 20
0.602979, 0.963439, 20
0.621574, 0.929748, 20
0.639448, 0.893714, 20
0.656560, 0.855562, 20
0.672870, 0.815503, 20
0.688344, 0.773728, 20
0.702953, 0.730414, 20
0.716667, 0.685720, 20
0.729463, 0.639793, 20
0.741318, 0.592767, 20
0.752213, 0.544762, 20
0.762131, 0.495893, 20
0.771057, 0.446263, 20
0.778976, 0.395968, 20
0.785878, 0.345098, 20
0.791753, 0.293740, 20
0.796592, 0.241974, 20
0.800390, 0.189877, 20
0.803140, 0.137524, 20
0.804840, 0.084988, 20
0.805642, 0.040122, 20
0.805878, 0.011781, 20
0.805898, 0.000999, 20
0.805898, 0.000000, 20
