0.000195, 0.019506, 20
0.000354, 0.007945, 20
0.000707, 0.017662, 20
0.001282, 0.028751, 20
0.002057, 0.038715, 20
0.002995, 0.046921, 20
0.004046, 0.052572, 20
0.005140, 0.054690, 20
0.006183, 0.052133, 20
0.007056, 0.043636, 20
0.007613, 0.027894, 20
0.007687, 0.003673, 20
0.008288, 0.030064, 20
0.009769, 0.074029, 20
0.012339, 0.128529, 20
0.016208, 0.193426, 20
0.021571, 0.268166, 20
0.028608, 0.351864, 20
0.037477, 0.443428, 20
0.048311, 0.541696, 20
0.061222, 0.645568, 20
0.076305, 0.754110, 20
0.093637, 0.866638, 20
0.113293, 0.982768, 20
0.135342, 1.102455, 20
0.159862, 1.226031, 20
0.186947, 1.354237, 20
0.216713, 1.488296, 20
0.249313, 1.630003, 20
0.284951, 1.781877, 20
0.323898, 1.947376, 20
0.366522, 2.131200, 20
0.413315, 2.339660, 20
0.464662, 2.567337, 20
0.520676, 2.800681, 20
0.581110, 3.021714, 20
0.645532, 3.221093, 20
0.713488, 3.397822, 20
0.784306, 3.540905, 20
0.856931, 3.631245, 20
0.929742, 3.640539, 20
1.000859, 3.555860, 20
1.068602, 3.387156, 20
1.131837, 3.161729, 20
1.190055, 2.910922, 20
1.243246, 2.659511, 20
1.291692, 2.422312, 20
1.335808, 2.205799, 20
1.376031, 2.011172, 20
1.412770, 1.836937, 20
1.446381, 1.680530, 20
1.477164, 1.539193, 20
1.505372, 1.410368, 20
1.531209, 1.291838, 20
1.554844, 1.181748, 20
1.576415, 1.078575, 20
1.596037, 0.981075, 20
1.613801, 0.888235, 20
1.629786, 0.799230, 20
1.644054, 0.713382, 20
1.656656, 0.630132, 20
1.667636, 0.549015, 20
1.677029, 0.469639, 20
1.684863, 0.391669, 20
1.691159, 0.314817, 20
1.695936, 0.238828, 20
1.699205, 0.163473, 20
1.701054, 0.092457, 20
1.701814, 0.038017, 20
1.701985, 0.008524, 20
1.701985, 0.000000, 20
