0.000198, 0.019773, 20
0.001822, 0.081236, 20
0.005473, 0.182529, 20
0.011541, 0.303420, 20
0.020002, 0.423042, 20
0.030817, 0.540743, 20
0.043932, 0.655744, 20
0.059275, 0.767127, 20
0.076752, 0.873848, 20
0.096247, 0.974774, 20
0.117622, 1.068741, 20
0.140715, 1.154641, 20
0.165345, 1.231510, 20
0.191317, 1.298619, 20
0.218428, 1.355534, 20
0.246471, 1.402140, 20
0.275243, 1.438616, 20
0.304550, 1.465362, 20
0.334208, 1.482897, 20
0.364043, 1.491730, 20
0.393887, 1.492229, 20
0.423577, 1.484494, 20
0.452942, 1.468237, 20
0.481795, 1.442668, 20
0.509923, 1.406374, 20
0.537067, 1.357199, 20
0.562909, 1.292109, 20
0.586908, 1.199956, 20
0.608379, 1.073547, 20
0.626629, 0.912518, 20
0.641167, 0.726896, 20
0.651832, 0.533243, 20
0.658781, 0.347424, 20
0.662444, 0.183184, 20
0.663433, 0.049411, 20
0.664385, 0.047642, 20
0.666498, 0.105631, 20
0.669041, 0.127150, 20
0.671421, 0.118988, 20
0.673225, 0.090203, 20
0.674224, 0.049949, 20
0.674342, 0.005922, 20
0.675069, 0.036316, 20
0.676534, 0.073259, 20
0.678596, 0.103085, 20
0.681098, 0.125148, 20
0.683889, 0.139549, 20
0.686826, 0.146819, 20
0.689780, 0.147695, 20
0.692640, 0.142995, 20
0.695310, 0.133535, 20
0.697712, 0.120092, 20
0.699780, 0.103390, 20
0.701462, 0.084094, 20
0.702718, 0.062819, 20
0.703521, 0.040134, 20
0.703917, 0.019799, 20
0.704043, 0.006325, 20
0.704059, 0.000776, 20
0.704059, 0.000000, 20
