0.000197, 0.019665, 20
0.000204, 0.000370, 20
0.000209, 0.000257, 20
0.000236, 0.001358, 20
0.000350, 0.005696, 20
0.000629, 0.013921, 20
0.001174, 0.027241, 20
0.002111, 0.046889, 20
0.003593, 0.074073, 20
0.005791, 0.109928, 20
0.008900, 0.155445, 20
0.013129, 0.211429, 20
0.018698, 0.278467, 20
0.025837, 0.356936, 20
0.034778, 0.447059, 20
0.045758, 0.548993, 20
0.059017, 0.662958, 20
0.074805, 0.789393, 20
0.093387, 0.929118, 20
0.115058, 1.083516, 20
0.140152, 1.254708, 20
0.169066, 1.445695, 20
0.202005, 1.646959, 20
0.238872, 1.843364, 20
0.279151, 2.013961, 20
0.322022, 2.143531, 20
0.366604, 2.229111, 20
0.412031, 2.271338, 20
0.457622, 2.279544, 20
0.502661, 2.251982, 20
0.546423, 2.188083, 20
0.588247, 2.091218, 20
0.627606, 1.967901, 20
0.664129, 1.826164, 20
0.697606, 1.673877, 20
0.727958, 1.517597, 20
0.755200, 1.362089, 20
0.779408, 1.210388, 20
0.800690, 1.064113, 20
0.819167, 0.923863, 20
0.834959, 0.789564, 20
0.848173, 0.660736, 20
0.858907, 0.536671, 20
0.867238, 0.416556, 20
0.873229, 0.299536, 20
0.876924, 0.184747, 20
0.878677, 0.087654, 20
0.879201, 0.026222, 20
0.879251, 0.002477, 20
0.879251, 0.000000, 20
