0.000199, 0.019894, 20
0.001191, 0.049618, 20
0.003424, 0.111648, 20
0.007146, 0.186103, 20
0.012358, 0.260591, 20
0.019061, 0.335122, 20
0.027255, 0.409706, 20
0.036942, 0.484349, 20
0.048123, 0.559052, 20
0.060799, 0.633814, 20
0.074972, 0.708627, 20
0.090641, 0.783478, 20
0.107808, 0.858345, 20
0.126472, 0.933201, 20
0.146632, 1.008008, 20
0.168287, 1.082719, 20
0.191432, 1.157276, 20
0.216064, 1.231611, 20
0.242177, 1.305644, 20
0.269763, 1.379282, 20
0.298811, 1.452424, 20
0.329310, 1.524954, 20
0.361245, 1.596750, 20
0.394599, 1.667681, 20
0.429351, 1.737610, 20
0.465479, 1.806398, 20
0.502957, 1.873907, 20
0.541757, 1.940002, 20
0.581849, 2.004558, 20
0.623198, 2.067461, 20
0.665770, 2.128612, 20
0.709529, 2.187932, 20
0.754436, 2.245361, 20
0.800453, 2.300862, 20
0.847542, 2.354419, 20
0.895662, 2.406038, 20
0.944777, 2.455743, 20
0.994849, 2.503574, 20
1.045840, 2.549584, 20
1.097717, 2.593832, 20
1.150445, 2.636379, 20
1.203990, 2.677287, 20
1.258322, 2.716609, 20
1.313410, 2.754387, 20
1.369223, 2.790647, 20
1.425731, 2.825397, 20
1.482904, 2.858622, 20
1.540709, 2.890280, 20
1.599115, 2.920306, 20
1.657886, 2.938525, 20
1.716592, 2.935314, 20
1.774671, 2.903970, 20
1.831584, 2.845627, 20
1.886959, 2.768737, 20
1.940585, 2.681321, 20
1.992450, 2.593229, 20
2.042584, 2.506717, 20
2.091019, 2.421736, 20
2.137784, 2.338268, 20
2.182910, 2.256313, 20
2.226428, 2.175894, 20
2.268369, 2.097051, 20
2.308766, 2.019834, 20
2.347652, 1.944302, 20
2.385062, 1.870518, 20
2.421033, 1.798542, 20
2.455602, 1.728428, 20
2.488806, 1.660221, 20
2.520685, 1.593948, 20
2.551278, 1.529620, 20
2.580622, 1.467226, 20
2.608757, 1.406734, 20
2.635719, 1.348091, 20
2.661543, 1.291220, 20
2.686264, 1.236028, 20
2.709912, 1.182404, 20
2.732516, 1.130225, 20
2.754103, 1.079358, 20
2.774697, 1.029665, 20
2.794317, 0.981008, 20
2.812982, 0.933248, 20
2.830707, 0.886254, 20
2.847505, 0.839899, 20
2.863386, 0.794068, 20
2.878359, 0.748655, 20
2.892431, 0.703565, 20
2.905605, 0.658715, 20
2.917885, 0.614034, 20
2.929275, 0.569462, 20
2.939774, 0.524950, 20
2.949383, 0.480457, 20
2.958102, 0.435953, 20
2.965930, 0.391415, 20
2.972867, 0.346830, 20
2.978911, 0.302187, 20
2.984060, 0.257483, 20
2.988315, 0.212720, 20
2.991673, 0.167903, 20
2.994133, 0.123039, 20
2.995696, 0.078140, 20
2.996475, 0.038914, 20
2.996732, 0.012865, 20
2.996768, 0.001792, 20
2.996768, 0.000000, 20
